Date,Close,High,Low,Open,Volume,MA20,MA50,EMA20,EMA50,RSI,OBV,Fib23,Fib38,Fib50,Fib61,OilPrice,USDINR,SP500,NewsSentiment
2023-09-14,799.5760498046875,803.0315068308923,795.7798770993519,800.2330637010272,23538848,776.9439025878906,793.59560546875,784.8440500507282,788.6514004195843,78.98861219564265,415997042,924.059287700228,864.3968131418944,816.1764569920084,767.9561008421224,90.16000366210938,82.93679809570312,4505.10009765625,0.17771599999999999
2023-09-15,808.75,812.7651572137806,803.0314427561306,803.0314427561306,173411202,778.6716369628906,793.4666333007813,787.1208071887542,789.4395807952986,79.37061833157642,589408244,924.059287700228,864.3968131418944,816.1764569920084,767.9561008421224,90.7699966430664,83.0282974243164,4450.31982421875,0.17771599999999999
2023-09-18,792.8353881835938,805.464858730247,791.399629677695,804.8565015861909,37056288,779.6340576171875,793.1614807128906,787.6650529977865,789.5727497124885,61.875574106315845,552351956,924.059287700228,864.3968131418944,816.1764569920084,767.9561008421224,91.4800033569336,83.08580017089844,4453.52978515625,0.17771599999999999
2023-09-20,761.0304565429688,778.2104866731253,759.4244292708094,778.2104866731253,115474648,779.1717071533203,792.2586779785156,785.1284247639943,788.4534440979821,46.54218198007552,436877308,924.059287700228,864.3968131418944,816.1764569920084,767.9561008421224,90.27999877929688,83.19499969482422,4402.2001953125,0.17771599999999999
2023-09-21,755.9932861328125,763.5855718328563,748.0603441770149,755.8229580049356,72841442,778.3625915527343,791.3334887695313,782.3536496562627,787.1804967267822,45.886385505356145,364035866,924.059287700228,864.3968131418944,816.1764569920084,767.9561008421224,89.62999725341797,83.08699798583984,4330.0,0.17771599999999999
2023-09-22,744.4588623046875,761.3711919566923,741.5874045249608,758.7430770496563,61704250,777.15439453125,790.3279968261719,778.744622289446,785.5051385141296,40.63214542025502,302331616,924.059287700228,864.3968131418944,816.1764569920084,767.9561008421224,90.02999877929688,82.89129638671875,4320.06005859375,0.17771599999999999
2023-09-25,745.1158447265625,749.8366724935371,742.195730377536,742.195730377536,40208754,776.4121978759765,789.2563146972657,775.5418815691714,783.9212446400878,38.45655175844294,342540370,924.059287700228,864.3968131418944,816.1764569920084,767.9561008421224,89.68000030517578,82.97480010986328,4337.43994140625,0.17771599999999999
2023-09-26,748.3523559570312,749.4960555884529,742.1957693327212,742.1957693327212,27575308,775.4363952636719,788.2162683105469,772.9524029394438,782.5263862603437,41.86503828301054,370115678,924.059287700228,864.3968131418944,816.1764569920084,767.9561008421224,90.38999938964844,83.0282974243164,4273.52978515625,0.17771599999999999
2023-09-27,743.0960693359375,745.8458554975613,737.3288555163493,741.2223412220462,39338538,773.8923828125,786.7362561035156,770.1089425962527,780.9800993221141,34.33720254172886,330777140,924.059287700228,864.3968131418944,816.1764569920084,767.9561008421224,93.68000030517578,83.29869842529297,4274.509765625,0.17771599999999999
2023-09-28,741.5630493164062,748.3279930851168,738.9592924506106,746.5759362770035,55354188,772.5539978027343,785.2392114257813,767.3902860934102,779.4343326552068,28.944139125881946,275422952,924.059287700228,864.3968131418944,816.1764569920084,767.9561008421224,91.70999908447266,83.22270202636719,4299.7001953125,0.17771599999999999
